LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
mechanize,verb,1675-,5,transitive. To introduce machinery in or into (a…,derivative,,,In current use,,technology/engineering/mechanics,https://doi.org/10.1093/OED/8197745533,http://www.oed.com/dictionary/mechanize_v
right-eye,adjective,1675-,3,Of or relating to the right eye of a person or…,compound,,,In current use,,,https://doi.org/10.1093/OED/1389490835,http://www.oed.com/dictionary/right-eye_adj
woman bond,noun,1675,0,"= bondwoman, n.",compound,,,Not in use,,,https://doi.org/10.1093/OED/5770725804,http://www.oed.com/dictionary/woman-bond_n
dragman,noun,a1676-,0,U.S. A cattle herder who drives the slow-moving…,compound,,historical,In current use,North American English/U.S. English,"agriculture and horticulture/agriculture, sport and leisure/hunting, fishing, and shooting/fishing",https://doi.org/10.1093/OED/1163133191,http://www.oed.com/dictionary/dragman_n
extendlessness,noun,a1676,0,Perhaps: boundlessness.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8554722820,http://www.oed.com/dictionary/extendlessness_n
Caiaphat,noun,1676-,2,A high-priesthood like that of Caiaphas (see John…,proper name,,,In current use,,,https://doi.org/10.1093/OED/1284169870,http://www.oed.com/dictionary/caiaphat_n
candle,verb,1676-,3,To test by allowing the light of a candle to…,conversion,,,In current use,,,https://doi.org/10.1093/OED/3559718291,http://www.oed.com/dictionary/candle_v
seven-champion,noun,1676,0,A person likened to one of the Seven Champions…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1048411159,http://www.oed.com/dictionary/seven-champion_n
experimentalist,"noun, adjective",1677-,4,A person who tries out or advocates new and…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7236413660,http://www.oed.com/dictionary/experimentalist_n
subaqueous,adjective,1677-,4,"Existing, formed, or constructed underwater.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6591350480,http://www.oed.com/dictionary/subaqueous_adj
Alcoran,verb,a1678,0,transitive. To put into the Qur'an.,conversion,,,Not in use,,religion and belief/religion/Islam,https://doi.org/10.1093/OED/1007067406,http://www.oed.com/dictionary/alcoran_v
agreemony,noun,1678,0,Agreeableness.,variant,,,Not in use,,,https://doi.org/10.1093/OED/6460702554,http://www.oed.com/dictionary/agreemony_n
bestialist,noun,1678-,1,A person who has sexual intercourse with an animal.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5391089092,http://www.oed.com/dictionary/bestialist_n
Christiano-mastix,noun,1678,0,A persecutor of Christians; a person who argues…,,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1060532354,http://www.oed.com/dictionary/christiano-mastix_n
mousetrap-line,noun,1678,0,A line written to ensnare a person.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7520907488,http://www.oed.com/dictionary/mousetrap-line_n
ob-and-soller,noun,1678,0,A person who engages in scholastic disputation…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2067024314,http://www.oed.com/dictionary/ob-and-soller_n
thematizing,noun,1678-,0,"The action or fact of selecting, presenting, or…",derivative,,,In current use,,philosophy,https://doi.org/10.1093/OED/3072093419,http://www.oed.com/dictionary/thematizing_n
bone charcoal,noun,1679-,2,†a. A blackened tooth (obsolete); b. a form of…,compound,,,In current use,,,https://doi.org/10.1093/OED/8162919493,http://www.oed.com/dictionary/bone-charcoal_n
immonarchize,verb,1679,0,transitive. To confer monarchy upon; to make into…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3389392914,http://www.oed.com/dictionary/immonarchize_v
diaconate,adjective,a1680,0,"Having, or managed by, deacons.",borrowing,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/2582165450,http://www.oed.com/dictionary/diaconate_adj
fictioner,noun,a1680-,1,A writer of fiction; a novelist. Also: a person…,derivative,,,In current use,,arts/literature,https://doi.org/10.1093/OED/1541823098,http://www.oed.com/dictionary/fictioner_n
clubbatier,noun,1680,0,A man armed with a club or cudgel.,compound,,,Not in use,,military,https://doi.org/10.1093/OED/1755592835,http://www.oed.com/dictionary/clubbatier_n
effumability,noun,1680,0,Capability of being converted into vapour.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7319987709,http://www.oed.com/dictionary/effumability_n
materiate,verb,1680-1823,0,transitive. To supply or be the matter or…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1112002116,http://www.oed.com/dictionary/materiate_v
tawdrum,noun,1680,0,A tawdry decoration.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9189117492,http://www.oed.com/dictionary/tawdrum_n
zounds,verb,1680,0,(intransitive) to exclaim ‘zounds’.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1208926573,http://www.oed.com/dictionary/zounds_v
towser,verb,c1680-,1,(transitive) to worry as a dog does.,conversion,,,In current use,,,https://doi.org/10.1093/OED/6811859584,http://www.oed.com/dictionary/towser_v
centuriation,noun,1681-,3,"Roman History. The method, process, or practice…",borrowing,,,In current use,,"agriculture and horticulture/agriculture, history/ancient history/classical history/Roman history, law",https://doi.org/10.1093/OED/5620344063,http://www.oed.com/dictionary/centuriation_n
fibling,adjective,1681,0,Given to telling little fibs.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6491411747,http://www.oed.com/dictionary/fibling_adj
betawder,verb,1682,0,transitive. To adorn or dress (someone) in gaudy…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9911549371,http://www.oed.com/dictionary/betawder_v
keep-door,noun,1682,0,"A porter, door-ward.",compound,,,Not in use,,,https://doi.org/10.1093/OED/4425161576,http://www.oed.com/dictionary/keep-door_n
knightify,verb,1682-,0,"transitive. = knight, v.",derivative,,,In current use,,,https://doi.org/10.1093/OED/7652488883,http://www.oed.com/dictionary/knightify_v
sell-truth,noun,1682,0,A person willing to deny or ignore the truth for…,compound,,,Not in use,,,https://doi.org/10.1093/OED/6497515787,http://www.oed.com/dictionary/sell-truth_n
texter,noun,1682-,2,A person who sends an electronic text message…,derivative,,,In current use,,"technology/computing, technology/telecommunications/telephony",https://doi.org/10.1093/OED/1131520288,http://www.oed.com/dictionary/texter_n
gallanture,noun,a1683,0,Behaviour characteristic of a gallant (gallant…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6872950648,http://www.oed.com/dictionary/gallanture_n
anti-monyan,adjective,1683,0,Designating the principle that the lending of…,derivative,,,Not in use,,politics/parliament,https://doi.org/10.1093/OED/5556936858,http://www.oed.com/dictionary/anti-monyan_adj
tranquillify,verb,1683-,0,"transitive. = tranquillize, v. 1.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/9682269192,http://www.oed.com/dictionary/tranquillify_v
ventilary,adjective,1683,0,Due to or caused by wind.,borrowing,,,Not in use,,sciences/physical sciences/earth sciences/geography/weather,https://doi.org/10.1093/OED/3081810231,http://www.oed.com/dictionary/ventilary_adj
mispersuasibleness,noun,a1684,0,Inability to be persuaded.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7749206985,http://www.oed.com/dictionary/mispersuasibleness_n
popeness,noun,a1684,0,Possession or assumption of popelike attributes.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/3281886321,http://www.oed.com/dictionary/popeness_n
dispirituality,noun,1684,0,An unspiritual or worldly act.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/3944840876,http://www.oed.com/dictionary/dispirituality_n
iconistically,adverb,1684-,0,"In the manner of an icon, image, or figure; as an…",derivative,,,In current use,,,https://doi.org/10.1093/OED/9571703425,http://www.oed.com/dictionary/iconistically_adv
porology,noun,1684,0,A scientific treatise on pores or porous bodies.,compound,,,Not in use,,sciences/medicine/anatomy,https://doi.org/10.1093/OED/3192220839,http://www.oed.com/dictionary/porology_n
pyrurgian,noun,1684,0,"A physician who uses, or specializes in the use…",compound,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/1042134245,http://www.oed.com/dictionary/pyrurgian_n
epochate,noun,1685-,0,The position of being the ‘epoch’ of a computation.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8878596091,http://www.oed.com/dictionary/epochate_n
Messiess,noun,1685,0,A female Messiah.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2522500777,http://www.oed.com/dictionary/messiess_n
sacerdote,noun,1685,0,A priest.,borrowing,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1097594426,http://www.oed.com/dictionary/sacerdote_n
tory-rory,verb,1685,0,intransitive. To behave in a noisy or boisterous…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/5640920901,http://www.oed.com/dictionary/tory-rory_v
compresentiality,noun,1686,0,The quality of being present together.,derivative,,,Not in use,,religion and belief/religion/Christianity/liturgical,https://doi.org/10.1093/OED/4655172660,http://www.oed.com/dictionary/compresentiality_n
canting-coat,noun,1687,0,The black gown worn by Puritan ministers.,compound,,disparaging,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1155556897,http://www.oed.com/dictionary/canting-coat_n
conventualship,noun,1687,0,The condition or status of being conventual…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1872623411,http://www.oed.com/dictionary/conventualship_n
pocket-tortoise,noun,1687,0,A pocket tortoiseshell comb.,compound,,,Not in use,,crafts and trades/hairdressing,https://doi.org/10.1093/OED/9959724409,http://www.oed.com/dictionary/pocket-tortoise_n
polypetalous,adjective,1687-,2,Botany. Originally: †having many petals…,compound,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/9183562432,http://www.oed.com/dictionary/polypetalous_adj
procurish,adjective,1687,0,Like a procuress.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6700359025,http://www.oed.com/dictionary/procurish_adj
sacramenting,adjective,1687,0,? That celebrates the Mass.,derivative,,,Not in use,,religion and belief/religion/Christianity/liturgical,https://doi.org/10.1093/OED/7282636192,http://www.oed.com/dictionary/sacramenting_adj
floggation,noun,1688-,0,"Flogging, a punishment by flogging.",derivative,,,In current use,,,https://doi.org/10.1093/OED/2717941850,http://www.oed.com/dictionary/floggation_n
fobbery,noun,1688-,0,Something of the nature of a pretence; a sham.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4601067779,http://www.oed.com/dictionary/fobbery_n
sink-soul,noun,1688,0,A person who destroys souls.,compound,,colloquial and slang,Not in use,,,https://doi.org/10.1093/OED/6448506887,http://www.oed.com/dictionary/sink-soul_n
catarumpant,adjective,1689,0,"(Humorous): cf. Greek κατά, cat and rampant.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7629234185,http://www.oed.com/dictionary/catarumpant_adj
out-loose,noun,1689,0,"A means of escape (from an obligation, duty, etc.).",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1103468550,http://www.oed.com/dictionary/out-loose_n
penal-law,verb,1689,0,transitive. To execute a penal law against.,conversion,,,Not in use,,law,https://doi.org/10.1093/OED/3585639607,http://www.oed.com/dictionary/penal-law_v
perjurator,noun,1689,0,A perjurer.,borrowing,,,Not in use,,law,https://doi.org/10.1093/OED/9792693757,http://www.oed.com/dictionary/perjurator_n
physicship,noun,1689,0,A mock title given to a medical expert.,derivative,,humorous,Not in use,,,https://doi.org/10.1093/OED/4541207956,http://www.oed.com/dictionary/physicship_n
physicster,noun,1689,0,A medicinal practitioner.,derivative,,disparaging,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/1050437456,http://www.oed.com/dictionary/physicster_n
profanatic,adjective,1689,0,Characterized by an excessive enthusiasm for profanity.,blend,,,Not in use,,,https://doi.org/10.1093/OED/6570860388,http://www.oed.com/dictionary/profanatic_adj
conventment,noun,1690,0,A body of people convened or set up for a…,derivative,,,Not in use,,politics,https://doi.org/10.1093/OED/2652194474,http://www.oed.com/dictionary/conventment_n
incoexistence,noun,1690-,0,Absence of coexistence; the fact of not existing…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1195511660,http://www.oed.com/dictionary/incoexistence_n
incorruptarian,noun,1690,0,One who holds the world to be incorruptible or…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3299445526,http://www.oed.com/dictionary/incorruptarian_n
jiltship,noun,1690,0,A mock title for a jilt.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3808403022,http://www.oed.com/dictionary/jiltship_n
de-port,verb,1691,0,transitive. To deprive of the character of a…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5691095867,http://www.oed.com/dictionary/de-port_v2
hyperbyssal,adjective,1691,0,Of or belonging to surpassing depth or profundity.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6340448190,http://www.oed.com/dictionary/hyperbyssal_adj
sing-alone,noun,1691,0,A solo singer.,compound,,,Not in use,,arts/performing arts/music,https://doi.org/10.1093/OED/1009945742,http://www.oed.com/dictionary/sing-alone_n
sing-man,noun,1691,0,A singing man.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1022362091,http://www.oed.com/dictionary/sing-man_n
sprounting,noun,1691,0,An issue or discharge of water in a spout; a spouting.,variant,,humorous,Not in use,,,https://doi.org/10.1093/OED/4270216562,http://www.oed.com/dictionary/sprounting_n
wham,noun,1691,0,A whimsical or fantastic person.,variant,,,Not in use,,,https://doi.org/10.1093/OED/6429032059,http://www.oed.com/dictionary/wham_n1
black artship,noun,a1692,0,Only in your Black Artship: a mock title or form…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7217144903,http://www.oed.com/dictionary/black-artship_n
whore-call,noun,a1692,0,Something whose sound is liable to attract…,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/1010171149,http://www.oed.com/dictionary/whore-call_n
a-Christism,noun,1692,0,Disbelief in the divinity of Jesus Christ.,derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/2088232162,http://www.oed.com/dictionary/a-christism_n
campaign,verb,1692-,5,intransitive. Originally U.S. To engage in…,conversion,,,In current use,North American English/U.S. English,politics,https://doi.org/10.1093/OED/9998157511,http://www.oed.com/dictionary/campaign_v
papa-prelatical,adjective,1692,0,"Of, relating to, or resembling papal prelates, or…",derivative,,,Not in use,,religion and belief/religion/Christianity/Roman Catholic Church,https://doi.org/10.1093/OED/1002883138,http://www.oed.com/dictionary/papa-prelatical_adj
selfcide,noun,1692,0,An act of killing oneself; suicide.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5826370775,http://www.oed.com/dictionary/selfcide_n
coniating,noun,1693,0,Used to express the noise made by storks.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1000355479,http://www.oed.com/dictionary/coniating_n
coughery,noun,1693,0,Coughing-place.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8847028258,http://www.oed.com/dictionary/coughery_n
curkle,verb,1693,0,To cry as a quail.,imitative,,,Not in use,,,https://doi.org/10.1093/OED/1204570170,http://www.oed.com/dictionary/curkle_v
fatidicency,noun,1693,0,The action or practice of foretelling the future…,derivative,,,Not in use,,religion and belief/belief systems and practices/occult,https://doi.org/10.1093/OED/7533432795,http://www.oed.com/dictionary/fatidicency_n
frantling,noun,1693,0,Used to express the noise made by peacocks.,unknown,,,Not in use,,sciences/life sciences/animals/birds,https://doi.org/10.1093/OED/1194223428,http://www.oed.com/dictionary/frantling_n
polypragmonetic,adjective,1693,0,"= polypragmatic, adj.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4653677464,http://www.oed.com/dictionary/polypragmonetic_adj
ratiocinant,adjective,1693,0,That reasons; reasoning.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9236013622,http://www.oed.com/dictionary/ratiocinant_adj
thumpatory,adjective,1693,0,Characterized by thumping.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7875449641,http://www.oed.com/dictionary/thumpatory_adj
masquins,noun,1694,0,A masquerade.,variant,,,Not in use,,,https://doi.org/10.1093/OED/6718343868,http://www.oed.com/dictionary/masquins_n
oedipodic,adjective,1694,0,Swollen-footed; gouty.,borrowing,,,Not in use,,sciences/medicine/pathology,https://doi.org/10.1093/OED/5075334299,http://www.oed.com/dictionary/oedipodic_adj
panto-devil,noun,1694,0,A complete or entire devil.,compound,,,Not in use,,,https://doi.org/10.1093/OED/2642542212,http://www.oed.com/dictionary/panto-devil_n
placentiate,verb,1694,0,"transitive. To please, satisfy.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2712095789,http://www.oed.com/dictionary/placentiate_v
pote,noun,1694,0,Drink.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1187417133,http://www.oed.com/dictionary/pote_n3
pregustic,noun,1694,0,"= pregustator, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3053241935,http://www.oed.com/dictionary/pregustic_n
prolepsarian,noun,1694,0,A person who explains something on the basis of a…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6826737421,http://www.oed.com/dictionary/prolepsarian_n
sape,verb,1694,0,intransitive. To be wise.,borrowing,,humorous,Not in use,,,https://doi.org/10.1093/OED/9151996182,http://www.oed.com/dictionary/sape_v2
windmill,verb,1694-,3,transitive. To move (something) rapidly around in…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1979086237,http://www.oed.com/dictionary/windmill_v
wisify,verb,1694,0,transitive. To make wise.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5433667007,http://www.oed.com/dictionary/wisify_v
outchange,noun,1695,0,Perhaps: exchange of currency for that of a…,derivative,,,Not in use,,economics and commerce/finance,https://doi.org/10.1093/OED/1176182111,http://www.oed.com/dictionary/outchange_n
providentialist,"noun, adjective",1695-,3,"A believer in the predestination of events, esp…",derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/3745001194,http://www.oed.com/dictionary/providentialist_n
railwifery,noun,1695,0,"Abusive scolding, regarded as comparable to that…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/2262680447,http://www.oed.com/dictionary/railwifery_n
sweep-all,noun,1695-,0,"One who ‘sweeps up’ or appropriates all, =…",compound,,,In current use,,,https://doi.org/10.1093/OED/9247897821,http://www.oed.com/dictionary/sweep-all_n
Hobbize,verb,1696,0,intransitive. To align one's ideas or theories…,proper name,,,Not in use,,philosophy,https://doi.org/10.1093/OED/8208057704,http://www.oed.com/dictionary/hobbize_v
infiniteth,adjective,1696-,0,Used as the ordinal numeral corresponding to…,derivative,,,In current use,,sciences/mathematics,https://doi.org/10.1093/OED/7622230651,http://www.oed.com/dictionary/infiniteth_adj
mob,verb,1696-,4,"transitive. To attack or surround in, or as in, a…",conversion,,,In current use,,,https://doi.org/10.1093/OED/4486119274,http://www.oed.com/dictionary/mob_v2
conventionally,adverb,1697-,5,"In a way which follows practice, custom, or…",derivative,,,In current use,,,https://doi.org/10.1093/OED/6974367063,http://www.oed.com/dictionary/conventionally_adv
mob-reader,noun,1697,0,A reader belonging to the mob; an uneducated reader.,compound,,,Not in use,,,https://doi.org/10.1093/OED/6638546868,http://www.oed.com/dictionary/mob-reader_n
convolute,verb,1698-,4,"To coil up, form into a coiled or twisted shape…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/5926319325,http://www.oed.com/dictionary/convolute_v
hyperbole,verb,1698-,3,"(intransitive) to use hyperbole, to exaggerate.",conversion,,,In current use,,,https://doi.org/10.1093/OED/3182347473,http://www.oed.com/dictionary/hyperbole_v
botch,verb,1699,0,"transitive. To mark with botches, sores, or…",conversion,,,Not in use,,,https://doi.org/10.1093/OED/3670196436,http://www.oed.com/dictionary/botch_v2
eupeptic,"adjective, noun",1699-,2,Having a good digestion.,borrowing,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/1185854000,http://www.oed.com/dictionary/eupeptic_adj
eleventeen,noun,a1700,0,Twenty-one.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8872673316,http://www.oed.com/dictionary/eleventeen_n
top-honours,noun,1700,0,"The topsails of a ship, in reference to the…",compound,,,Not in use,,transport/nautical,https://doi.org/10.1093/OED/5421754180,http://www.oed.com/dictionary/top-honours_n
repaganic,adjective,1701,0,Displaying characteristics of a renewed paganization.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1495600888,http://www.oed.com/dictionary/repaganic_adj
cascade,verb,1702-,5,intransitive. To fall or pour in a cascade.,conversion,,,In current use,,,https://doi.org/10.1093/OED/9838479323,http://www.oed.com/dictionary/cascade_v
pulse-pad,noun,1702,0,"A medical man (cf. pad, n.³ 4).",compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/5248718628,http://www.oed.com/dictionary/pulse-pad_n
secede,verb,1702-,5,"To withdraw formally from an alliance, an…",borrowing,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/4353282805,http://www.oed.com/dictionary/secede_v
Tophetize,verb,1702-,0,(transitive) to make a Tophet or hell of.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7047630413,http://www.oed.com/dictionary/tophetize_v
toy-pate,noun,1702,0,A person with a head full of odd fancies or…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1362002529,http://www.oed.com/dictionary/toy-pate_n
flirtship,noun,1703-,0,A period of repeated flirtatious behaviour…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4074454859,http://www.oed.com/dictionary/flirtship_n
oyster-barrel muff,noun,1703,0,A muff made in the shape of an oyster-barrel.,compound,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/4847820057,http://www.oed.com/dictionary/oyster-barrel-muff_n
tigerantic,adjective,a1704,0,"= tigerish, adj. 1.",,,,Not in use,,,https://doi.org/10.1093/OED/6956766010,http://www.oed.com/dictionary/tigerantic_adj
discompensate,verb,1705,0,transitive. To remove (a compensation); to…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7657419425,http://www.oed.com/dictionary/discompensate_v
pathomyotomist,noun,a1706,0,A person who studies the muscles concerned in the…,compound,,,Not in use,,,https://doi.org/10.1093/OED/2268000561,http://www.oed.com/dictionary/pathomyotomist_n
cheho,verb,1706,0,intransitive. To sneeze.,imitative,,,Not in use,,sciences/medicine/pathology,https://doi.org/10.1093/OED/7901801313,http://www.oed.com/dictionary/cheho_v
consisture,noun,1706,0,Consistency; degree of firmness or density.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1204151302,http://www.oed.com/dictionary/consisture_n
hurricanious,adjective,1706,0,Hurricane-like.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6015384792,http://www.oed.com/dictionary/hurricanious_adj
immotion,noun,1706,0,? Impulse. (Apparently fantastically used.),derivative,,,Not in use,,,https://doi.org/10.1093/OED/1185892474,http://www.oed.com/dictionary/immotion_n
negative,verb,1706-,4,transitive. U.S. To reject (a person proposed for…,conversion,,,In current use,,,https://doi.org/10.1093/OED/7954148176,http://www.oed.com/dictionary/negative_v
Scotch-sleeve,noun,?1706,0,(Probably) a person wearing sleeves of Scotch…,compound,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/1261866738,http://www.oed.com/dictionary/scotch-sleeve_n
darkship,noun,1707,0,With possessive adjective: a mock title of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1321267645,http://www.oed.com/dictionary/darkship_n
dementir,verb,1707,0,"transitive. To fail to justify, belie.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7120967863,http://www.oed.com/dictionary/dementir_v
monetism,noun,1707,0,"The worship of money. Cf. monetist, n.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1056138426,http://www.oed.com/dictionary/monetism_n
monetist,noun,1707,0,"A person who worships money. Cf. monetism, n.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2017160166,http://www.oed.com/dictionary/monetist_n
suctionist,noun,1707-,0,A person who favours a theory of suction.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3510214007,http://www.oed.com/dictionary/suctionist_n
septi-fronted,adjective,a1708,0,Having seven foreheads.,,,,Not in use,,religion and belief/mythology,https://doi.org/10.1093/OED/2147288153,http://www.oed.com/dictionary/septi-fronted_adj
calf-lolly,noun,1708,0,A stupid calf.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7211510061,http://www.oed.com/dictionary/calf-lolly_n
fluster-bluster,noun,1708,0,A ‘blustering’ wind.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7379095440,http://www.oed.com/dictionary/fluster-bluster_n
friarship,noun,1708-,1,A mock title applied to a friar or monk.,derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/5008780918,http://www.oed.com/dictionary/friarship_n
grievement,noun,1708,0,"A hurt, injury.",derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/7975515007,http://www.oed.com/dictionary/grievement_n
incuba,noun,1708-,2,"A female incubus (see incubus, n. 1).",variant,,,In current use,,,https://doi.org/10.1093/OED/4566848586,http://www.oed.com/dictionary/incuba_n
invincibleship,noun,1708-,0,Used as a mock title for one said to be invincible.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1680907473,http://www.oed.com/dictionary/invincibleship_n
scalptize,verb,1708,0,transitive. To scratch.,borrowing,,humorous,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/3498776447,http://www.oed.com/dictionary/scalptize_v
Don Diego,verb,1709,0,transitive. To cheat or swindle (a person).,conversion,,,Not in use,,,https://doi.org/10.1093/OED/3010667802,http://www.oed.com/dictionary/don-diego_v
half channelled over,adjective,1709,0,"Half drunk; = half-seas-over, adj.",compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/4389154663,http://www.oed.com/dictionary/half-channelled-over_adj
miraculize,verb,1709-1892,0,transitive. To make miraculous; to consider or…,borrowing,,,Not in use,,religion and belief/belief systems and practices/occult,https://doi.org/10.1093/OED/4778399331,http://www.oed.com/dictionary/miraculize_v
polytasted,adjective,1709,0,Having many tastes or flavours; (perhaps also)…,compound,,,Not in use,,,https://doi.org/10.1093/OED/4757381177,http://www.oed.com/dictionary/polytasted_adj
rattatattatory,adjective,1709,0,Characterized by a succession of sharp rapping…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1164433951,http://www.oed.com/dictionary/rattatattatory_adj
Observator,verb,1710,0,transitive (in passive). To be mentioned in ‘The…,proper name,,,Not in use,,,https://doi.org/10.1093/OED/6503259300,http://www.oed.com/dictionary/observator_v
whenness,noun,1710-,1,Condition in respect of time.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1100977366,http://www.oed.com/dictionary/whenness_n
whisperation,noun,1710-,0,Whispering.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1339714659,http://www.oed.com/dictionary/whisperation_n
whisperhood,noun,1710-,1,"The condition of being a whisper (in whisper, n. 2).",derivative,,,In current use,,,https://doi.org/10.1093/OED/7550786860,http://www.oed.com/dictionary/whisperhood_n
finger-shade,noun,1711,0,The action of concealing the mouth with the fingers.,compound,,,Not in use,,sport and leisure/games/gambling,https://doi.org/10.1093/OED/7938521776,http://www.oed.com/dictionary/finger-shade_n
heteroptics,noun,1711-,0,(See quot. 1711).,compound,,,In current use,,,https://doi.org/10.1093/OED/1103532084,http://www.oed.com/dictionary/heteroptics_n
Alemannian,"adjective, noun",1712-,2,A member of the Alemanni (historical). Also…,borrowing,,historical,In current use,,,https://doi.org/10.1093/OED/2027217456,http://www.oed.com/dictionary/alemannian_adj
cullyism,noun,1712,0,The condition of a cully.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1202147783,http://www.oed.com/dictionary/cullyism_n
diabologue,noun,a1713,0,A literary work in the form of a dialogue and…,borrowing,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/9122599873,http://www.oed.com/dictionary/diabologue_n
eternitize,verb,a1713-,0,"= eternalize, v.",derivative,,,In current use,,,https://doi.org/10.1093/OED/7589074331,http://www.oed.com/dictionary/eternitize_v
