LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
enemyship,noun,1776-,2,The position or relation of an enemy.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9311607743,http://www.oed.com/dictionary/enemyship_n
gropery,noun,1777-,0,The action of groping (in the dark).,derivative,,,In current use,,,https://doi.org/10.1093/OED/9953262526,http://www.oed.com/dictionary/gropery_n
aerialist,noun,1778-,3,An aerial performer; spec. a person who performs…,derivative,,,In current use,,arts,https://doi.org/10.1093/OED/1041522854,http://www.oed.com/dictionary/aerialist_n
buckling,noun,1778,0,A young buck; a little fop.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1109153905,http://www.oed.com/dictionary/buckling_n2
catwalk,noun,1778-,4,A platform or walkway along which models walk to…,compound,,,In current use,,"arts/performing arts/theatre, crafts and trades/costume",https://doi.org/10.1093/OED/9165501947,http://www.oed.com/dictionary/catwalk_n
Londonize,verb,1778-,2,transitive. To make like London or its inhabitants.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8447643294,http://www.oed.com/dictionary/londonize_v
anti-conductor,noun,1779,0,In a frictional electrostatic machine: a glass…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7963175743,http://www.oed.com/dictionary/anti-conductor_n
daintification,noun,1780-,1,Daintified condition.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9036291224,http://www.oed.com/dictionary/daintification_n
daintify,verb,1780-,0,transitive. To make dainty.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1052015506,http://www.oed.com/dictionary/daintify_v
demonosopher,noun,1780,0,A person inspired by a demon or by the Devil.,compound,,,Not in use,,religion and belief/belief systems and practices/occult,https://doi.org/10.1093/OED/3320327034,http://www.oed.com/dictionary/demonosopher_n
dismal,verb,1780,0,intransitive. To feel dismal or melancholy.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1023489833,http://www.oed.com/dictionary/dismal_v
archbishopess,noun,1781-,0,The wife of an archbishop.,derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/6246163364,http://www.oed.com/dictionary/archbishopess_n
groom,verb,1781-,5,"transitive. Originally: to feed, water, and take…",conversion,,,In current use,,,https://doi.org/10.1093/OED/8124366127,http://www.oed.com/dictionary/groom_v
mastiff day,noun,1781,0,A very hot day.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7106433462,http://www.oed.com/dictionary/mastiff-day_n
nimble-fingers,noun,1781,0,(Applied to) a juggler.,compound,,,Not in use,,arts/performing arts/conjuring,https://doi.org/10.1093/OED/7413371783,http://www.oed.com/dictionary/nimble-fingers_n
wit-ess,noun,1781-,0,A female wit.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9718377037,http://www.oed.com/dictionary/wit-ess_n
clipster,noun,1782-,0,A female clipper.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1515386683,http://www.oed.com/dictionary/clipster_n
gun-sleeved,adjective,1782,0,(Of a garment) having gun-shaped sleeves.,compound,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/8491534858,http://www.oed.com/dictionary/gun-sleeved_adj
insensiblist,noun,1782,0,One who professes insensibility or apathy.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6548995545,http://www.oed.com/dictionary/insensiblist_n
nostalgic,"adjective, noun",1782-,5,Of the nature of or caused by nostalgia…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7393000711,http://www.oed.com/dictionary/nostalgic_adj
refugeeship,noun,1782-,1,a. The state or fact of being a refugee; †b. in…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4728549813,http://www.oed.com/dictionary/refugeeship_n
semiquaver,verb,1782-,2,To drive away with playing semiquavers.,conversion,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/9721688436,http://www.oed.com/dictionary/semiquaver_v
shilly-shally,verb,1782-,3,"intransitive. To vacillate, be irresolute or undecided.",conversion,,,In current use,,,https://doi.org/10.1093/OED/5821266449,http://www.oed.com/dictionary/shilly-shally_v
ceramean,adjective,1783-,0,Of or pertaining to a potter.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6789923364,http://www.oed.com/dictionary/ceramean_adj
convicinity,noun,1783,0,Vicinity to each other.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1185343547,http://www.oed.com/dictionary/convicinity_n
literation,noun,1783-,2,The action or process of representing (sounds or…,borrowing,,,In current use,,arts/decorative arts/handwriting and calligraphy,https://doi.org/10.1093/OED/1003073497,http://www.oed.com/dictionary/literation_n
airgonation,noun,1784,0,Travel through the air by means of a hot-air…,derivative,,humorous,Not in use,,transport/aviation,https://doi.org/10.1093/OED/5603545649,http://www.oed.com/dictionary/airgonation_n
blue-stocking,verb,1784,0,transitive (reflexive). To don blue stockings…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/6184768472,http://www.oed.com/dictionary/blue-stocking_v
foster-feeling,noun,1784,0,"One who ‘fosters feeling’, a sentimental person.",compound,,,Not in use,,,https://doi.org/10.1093/OED/4870660921,http://www.oed.com/dictionary/foster-feeling_n
pulpitary,adjective,1784,0,"= pulpitical, adj.",derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/3250100746,http://www.oed.com/dictionary/pulpitary_adj
syllable-monger,noun,1784-,0,One who makes verses (regarded merely as an…,compound,,,In current use,,,https://doi.org/10.1093/OED/1021962768,http://www.oed.com/dictionary/syllable-monger_n
escritorial,adjective,1785-,1,Of or pertaining to an escritoire.,,,,In current use,,,https://doi.org/10.1093/OED/3854927264,http://www.oed.com/dictionary/escritorial_adj
heel-way,noun,1785-,1,Hunting. With reference to a hound following a…,compound,,,In current use,,"sport and leisure/hunting, fishing, and shooting/hunting",https://doi.org/10.1093/OED/1423741113,http://www.oed.com/dictionary/heel-way_n
goose-capical,adjective,c1785-,0,Foolish.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3439058765,http://www.oed.com/dictionary/goose-capical_adj
dearthful,adjective,1786,0,"Costly, expensive.",derivative,,,Not in use,,economics and commerce,https://doi.org/10.1093/OED/1143494989,http://www.oed.com/dictionary/dearthful_adj
stumpling,noun,1786-,0,A little stump.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1989118220,http://www.oed.com/dictionary/stumpling_n
toilet service,noun,1786-,2,a. (Perhaps) service to ladies; b. a set of…,compound,,,In current use,,,https://doi.org/10.1093/OED/8464695122,http://www.oed.com/dictionary/toilet-service_n
glutless,adjective,1787-,0,Insatiable.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5113851935,http://www.oed.com/dictionary/glutless_adj
memorandumer,noun,1787,0,A person who makes memoranda.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6746876415,http://www.oed.com/dictionary/memorandumer_n
blue bag,noun,1788-,3,A barrister's (originally a solicitor's) brief…,compound,,,In current use,,law,https://doi.org/10.1093/OED/4481028540,http://www.oed.com/dictionary/blue-bag_n
carbonic,"adjective, noun",1788-,4,Chemistry. Of or relating to carbon or its…,derivative,,,In current use,,sciences/physical sciences/chemistry/organic chemistry,https://doi.org/10.1093/OED/9452279348,http://www.oed.com/dictionary/carbonic_adj
columnarish,adjective,1788-,0,‘Somewhat resembling a column. (A bad word)’…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3852938580,http://www.oed.com/dictionary/columnarish_adj
dashism,noun,1788,0,The characteristic of being daringly bold. Cf…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2807279281,http://www.oed.com/dictionary/dashism_n
magnum,noun,1788-,4,"A bottle for wine, spirits, etc., twice the…",shortening,,,In current use,,,https://doi.org/10.1093/OED/6115579331,http://www.oed.com/dictionary/magnum_n1
pushery,noun,1788,0,"Pushiness. Cf. push, v. II.10.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/9250669441,http://www.oed.com/dictionary/pushery_n
fire point,noun,1789-,3,Chiefly poetic. A point of light; esp. a star.,compound,,poetic and literary,In current use,,,https://doi.org/10.1093/OED/4874498004,http://www.oed.com/dictionary/fire-point_n
hobber-nobbers,adverb,1789,0,Perhaps (with reference to drinking together)…,variant,,,Not in use,,,https://doi.org/10.1093/OED/8381748060,http://www.oed.com/dictionary/hobber-nobbers_adv
row,verb,1789-,4,"intransitive. To make a row, commotion, or…",conversion,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/5044912071,http://www.oed.com/dictionary/row_v6
anaphoric,"adjective, noun",1790-,4,Grammar and Linguistics. Of or relating to…,derivative,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/1071211866,http://www.oed.com/dictionary/anaphoric_adj
hustler,noun,1790-,4,Originally and chiefly North American. A person…,derivative,,colloquial and slang,In current use,North American English,,https://doi.org/10.1093/OED/1048554845,http://www.oed.com/dictionary/hustler_n
Methusalemess,noun,1790,0,A very old or long-lived woman.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1158600420,http://www.oed.com/dictionary/methusalemess_n
papyrophobia,noun,1790,0,Fear of paper.,compound,,,Not in use,,sciences/medicine/psychology/psychiatry,https://doi.org/10.1093/OED/1680144856,http://www.oed.com/dictionary/papyrophobia_n
subhuman,"adjective, noun",1790-,4,Of a lower order of being than humans; belonging…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1564515102,http://www.oed.com/dictionary/subhuman_adj
cameranious,adjective,1791,0,Of the nature of chamber music.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5537894232,http://www.oed.com/dictionary/cameranious_adj
cataloguish,adjective,1791-,0,Savouring of a catalogue.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1203836909,http://www.oed.com/dictionary/cataloguish_adj
improper,verb,1791,0,intransitive. To behave improperly.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/8194702869,http://www.oed.com/dictionary/improper_v2
liceling,noun,1791-,0,A little louse.,derivative,,,In current use,,sciences/life sciences/animals/invertebrates/insects,https://doi.org/10.1093/OED/3590592030,http://www.oed.com/dictionary/liceling_n
mitrous,adjective,1791,0,Relating to a mitre or bishopric.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1065642389,http://www.oed.com/dictionary/mitrous_adj
nothingousian,noun,1791,0,A person who has no opinion concerning the Second…,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/2558540134,http://www.oed.com/dictionary/nothingousian_n
poppean,adjective,1791,0,Of or resembling opium or its effects; soporific.,derivative,,,Not in use,,drug use,https://doi.org/10.1093/OED/5721606302,http://www.oed.com/dictionary/poppean_adj
procumb,verb,1791,0,intransitive. To prostrate oneself.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7174026410,http://www.oed.com/dictionary/procumb_v
puppyess,noun,1791,0,"A female puppy (puppy, n. 2a); a foolish…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1131880342,http://www.oed.com/dictionary/puppyess_n
quatre-crested,adjective,1791,0,Having four crests.,borrowing,,,Not in use,,military/armour,https://doi.org/10.1093/OED/4426882780,http://www.oed.com/dictionary/quatre-crested_adj
skyscraper,noun,1791-,5,A very tall building of many floors or storeys.,compound,,,In current use,,,https://doi.org/10.1093/OED/5641471023,http://www.oed.com/dictionary/skyscraper_n
statuarism,noun,1791,0,Partiality for the art of sculpture.,derivative,,,Not in use,,arts/visual arts/sculpture,https://doi.org/10.1093/OED/1754203845,http://www.oed.com/dictionary/statuarism_n
volantier,noun,1791,0,"The driver of a volante (volante, n.).",derivative,,,Not in use,,,https://doi.org/10.1093/OED/9695447280,http://www.oed.com/dictionary/volantier_n
contraveer,verb,1792-,0,intransitive. To veer in a contrary direction.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7476491517,http://www.oed.com/dictionary/contraveer_v
echinate,verb,1792-,2,transitive. Of a sponge spicule: to project from…,conversion,,,In current use,,,https://doi.org/10.1093/OED/9604176295,http://www.oed.com/dictionary/echinate_v
fathom-proof,noun,1792-,0,Unfathomable.,compound,,,In current use,,,https://doi.org/10.1093/OED/1639221273,http://www.oed.com/dictionary/fathom-proof_n
religioso,"adjective, adverb, noun",1792-,3,"Music. Religious, devotional; played religioso.",borrowing,,,In current use,,"arts/performing arts/music, religion and belief/religion",https://doi.org/10.1093/OED/1177795732,http://www.oed.com/dictionary/religioso_adj
sinistrine,adjective,1792,0,Situated on the left-hand side; left.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9192064496,http://www.oed.com/dictionary/sinistrine_adj
birth-puffed,adjective,1793,0,"Proud of one's ancestry; cf. birth, n.¹ 2a.",compound,,poetic and literary,Not in use,,,https://doi.org/10.1093/OED/5063318422,http://www.oed.com/dictionary/birth-puffed_adj
comodrama,noun,1793-,0,A drama of comic character.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3778833304,http://www.oed.com/dictionary/comodrama_n
oysterize,verb,1793,0,(transitive) (perhaps) to open up like an oyster.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3609706764,http://www.oed.com/dictionary/oysterize_v
pandemoniac,"adjective, noun",1793-,2,"Of, relating to, or characteristic of…",derivative,,,In current use,,,https://doi.org/10.1093/OED/4146395322,http://www.oed.com/dictionary/pandemoniac_adj
peripateticate,verb,1793,0,transitive with it as object. To walk on foot.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6409563274,http://www.oed.com/dictionary/peripateticate_v
platoon swearing,noun,1793-1883,0,The utterance of a rapid succession of oaths or…,compound,,,Not in use,,,https://doi.org/10.1093/OED/4086321978,http://www.oed.com/dictionary/platoon-swearing_n
five-maled,adjective,a1794-,0,"Having five male organs or stamens, pentandrous.",compound,,,In current use,,,https://doi.org/10.1093/OED/5082022833,http://www.oed.com/dictionary/five-maled_adj
exemplarist,"noun, adjective",1794-,2,A person who believes in or advocates the…,derivative,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/3804345386,http://www.oed.com/dictionary/exemplarist_n
gratitudinarian,adjective,1794-,0,Making a show of gratitude.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9879080172,http://www.oed.com/dictionary/gratitudinarian_adj
Maratize,verb,1794,0,transitive. To assassinate as Marat was assassinated.,proper name,,,Not in use,,,https://doi.org/10.1093/OED/1190522816,http://www.oed.com/dictionary/maratize_v
thelyphthoric,adjective,1794,0,That corrupts or ruins women.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7333560095,http://www.oed.com/dictionary/thelyphthoric_adj
pot-hookery,noun,1795,0,"Unintelligible writing, scrawl.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1108722150,http://www.oed.com/dictionary/pot-hookery_n
sansculotted,adjective,1795-,0,Unbreeched.,derivative,,,In current use,,crafts and trades/costume,https://doi.org/10.1093/OED/1192583619,http://www.oed.com/dictionary/sansculotted_adj
scrib,noun,1795,0,A quickly or carelessly composed letter; =…,shortening,,,Not in use,,,https://doi.org/10.1093/OED/3274742709,http://www.oed.com/dictionary/scrib_n2
butteraceous,adjective,?1795-1898,0,Of the nature or consistency of butter; buttery.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5076782419,http://www.oed.com/dictionary/butteraceous_adj
cataract,verb,1796-,3,intransitive. To fall in a cataract.,conversion,,,In current use,,,https://doi.org/10.1093/OED/1203020241,http://www.oed.com/dictionary/cataract_v
crucibled,adjective,1796-,1,(figurative in quot.).,derivative,,,In current use,,,https://doi.org/10.1093/OED/6761228766,http://www.oed.com/dictionary/crucibled_adj
gregicide,adjective,1796-,0,Involving the slaughter of the common people.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1076428909,http://www.oed.com/dictionary/gregicide_adj
inexpression,noun,1796-,2,Want or absence of expression.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1000229857,http://www.oed.com/dictionary/inexpression_n
kennelled,adjective,1796-,1,Lying in the gutter.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1086206327,http://www.oed.com/dictionary/kennelled_adj
libraryize,verb,1796-,0,(transitive) to place in a library.,derivative,,,In current use,,,https://doi.org/10.1093/OED/3769078018,http://www.oed.com/dictionary/libraryize_v
