tier,lemma,crossword_form,length,pos,date,first_year,evidence,formation,band,usage,subject,definition,other_current_oed_forms,oed_homograph_number,url
"4 - unresolved: not marked obsolete, last-quotation year hidden",commonty,COMMONTY,8,noun,a1382-,1382,printed date range,derivative,2,historical,law,Law (chiefly Scottish). Joint use or possession…,0,,http://www.oed.com/dictionary/commonty_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",con-actor,CONACTOR,8,noun,1834-,1834,printed date range,derivative,0,,,A joint agent.,0,,http://www.oed.com/dictionary/con-actor_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",condoret,CONDORET,8,noun,1873-,1873,printed date range,derivative,0,,,A young condor.,0,,http://www.oed.com/dictionary/condoret_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",cosmetic,COSMETIC,8,"adjective, noun",1605-,1605,printed date range,borrowing,5,,,Of surgery: improving or modifying the…,1,,http://www.oed.com/dictionary/cosmetic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",cracknut,CRACKNUT,8,"adjective, noun",1587-,1587,printed date range,compound,0,,,Chiefly Scottish and English regional. A nut in…,1,,http://www.oed.com/dictionary/cracknut_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",crammist,CRAMMIST,8,noun,1862-,1862,printed date range,derivative,0,colloquial and slang,,A person who studies a subject intensively over a…,0,,http://www.oed.com/dictionary/crammist_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",creedful,CREEDFUL,8,adjective,1868-,1868,printed date range,derivative,0,,,Having or characterized by a creed.,0,,http://www.oed.com/dictionary/creedful_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",crescent,CRESCENT,8,verb,a1809-,1809,printed date range,conversion,2,,,transitive. To form into a crescent: see…,2,,http://www.oed.com/dictionary/crescent_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",crestlet,CRESTLET,8,noun,1889-,1889,printed date range,derivative,0,,,A little crest.,0,,http://www.oed.com/dictionary/crestlet_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",crotchet,CROTCHET,8,"noun, adverb",1426-,1426,printed date range,borrowing,4,,,Music. A note having a duration equal to half…,1,yes,http://www.oed.com/dictionary/crotchet_n1
"4 - unresolved: not marked obsolete, last-quotation year hidden",cruciate,CRUCIATE,8,verb,1532-,1532,printed date range,borrowing,4,archaic,,transitive. To afflict with grievous pain or…,1,,http://www.oed.com/dictionary/cruciate_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",crucible,CRUCIBLE,8,verb,1841-,1841,printed date range,conversion,3,,,To put into or melt in a crucible.,1,,http://www.oed.com/dictionary/crucible_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",cuisinic,CUISINIC,8,adjective,1848-,1848,printed date range,derivative,0,,consumables/food and cooking,Pertaining to the cuisine.,0,,http://www.oed.com/dictionary/cuisinic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",culottic,CULOTTIC,8,adjective,1837-,1837,printed date range,borrowing,1,,,"Wearing breeches, respectable, as opposed to…",0,,http://www.oed.com/dictionary/culottic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",daddyism,DADDYISM,8,noun,1841-,1841,printed date range,derivative,1,,,Chiefly U.S. Paternalistic policy or practice on…,0,,http://www.oed.com/dictionary/daddyism_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",Dagonals,DAGONALS,8,noun,1614-,1614,printed date range,,0,,religion and belief/religion,(plural) rites or orgies in honour of Dagon.,0,,http://www.oed.com/dictionary/dagonals_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",daintify,DAINTIFY,8,verb,1780-,1780,printed date range,derivative,0,,,transitive. To make dainty.,0,,http://www.oed.com/dictionary/daintify_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",dameship,DAMESHIP,8,noun,1837-,1837,printed date range,derivative,0,,,The office or position of a dame.,0,,http://www.oed.com/dictionary/dameship_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",decorist,DECORIST,8,noun,1839-,1839,printed date range,derivative,1,,,One attached to artistic proprieties.,0,,http://www.oed.com/dictionary/decorist_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",degrowth,DEGROWTH,8,noun,1876-,1876,printed date range,derivative,4,,economics and commerce/economics,A policy of reducing levels of production and…,0,,http://www.oed.com/dictionary/degrowth_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",derelict,DERELICT,8,verb,a1631-,1631,printed date range,borrowing,3,,,figurative. To fail to keep or observe; to fall…,1,,http://www.oed.com/dictionary/derelict_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",destinee,DESTINEE,8,noun,1881-,1881,printed date range,derivative,3,,,The person for whom something (as a message…,0,,http://www.oed.com/dictionary/destinee_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",destruct,DESTRUCT,8,verb,a1638-,1638,printed date range,borrowing,4,,,"= destroy, v. Also as n. attributive.",0,,http://www.oed.com/dictionary/destruct_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",detonate,DETONATE,8,verb,1729-,1729,printed date range,borrowing,4,,,intransitive. To produce a loud noise by the…,0,,http://www.oed.com/dictionary/detonate_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",dinnerly,DINNERLY,8,adverb,1837-,1837,printed date range,derivative,0,,,For or by one's dinner.,1,,http://www.oed.com/dictionary/dinnerly_adv
"4 - unresolved: not marked obsolete, last-quotation year hidden",dishuman,DISHUMAN,8,adjective,1920-,1920,printed date range,derivative,1,,,Unhuman.,0,,http://www.oed.com/dictionary/dishuman_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",disodour,DISODOUR,8,noun,1882-,1882,printed date range,derivative,0,,,Ill odour; evil repute.,0,,http://www.oed.com/dictionary/disodour_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",disround,DISROUND,8,verb,1555-,1555,printed date range,derivative,0,,,transitive. To deprive of roundness or rotundity…,0,,http://www.oed.com/dictionary/disround_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",distance,DISTANCE,8,verb,1578-,1578,printed date range,conversion,5,,,transitive (reflexive). To keep one's distance…,1,,http://www.oed.com/dictionary/distance_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",divitism,DIVITISM,8,noun,1890-,1890,printed date range,borrowing,0,,,The condition of being rich.,0,,http://www.oed.com/dictionary/divitism_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",dollatry,DOLLATRY,8,noun,1856-,1856,printed date range,,0,,,Worship of dolls.,0,,http://www.oed.com/dictionary/dollatry_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",dolmenic,DOLMENIC,8,adjective,1882-,1882,printed date range,derivative,2,,,"Of or belonging to dolmens, or to the race who…",0,,http://www.oed.com/dictionary/dolmenic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",domestic,DOMESTIC,8,"adjective, noun",?a1425-,1425,printed date range,borrowing,6,,,"Of or belonging to the home, house, or household…",0,,http://www.oed.com/dictionary/domestic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",dopester,DOPESTER,8,noun,1895-,1895,printed date range,derivative,3,colloquial and slang,sport and leisure/games/gambling/betting,A person who collects information on sporting…,0,,http://www.oed.com/dictionary/dopester_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",drudgism,DRUDGISM,8,noun,1834-,1834,printed date range,derivative,0,,,The practice of a drudge.,0,,http://www.oed.com/dictionary/drudgism_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",duomachy,DUOMACHY,8,noun,1885-,1885,printed date range,borrowing,0,,,A fight of two; single combat.,0,,http://www.oed.com/dictionary/duomachy_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",dustward,DUSTWARD,8,adverb,1847-,1847,printed date range,derivative,1,,,Towards the dust; towards death or the grave.,0,,http://www.oed.com/dictionary/dustward_adv
"4 - unresolved: not marked obsolete, last-quotation year hidden",dutiless,DUTILESS,8,adjective,a1603-,1603,printed date range,derivative,2,archaic,,Wanting in the performance of duty; undutiful…,0,,http://www.oed.com/dictionary/dutiless_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",ear guard,EARGUARD,8,noun,1647-,1647,printed date range,compound,2,,crafts and trades/costume/hats,A protector for the ear. Chiefly in plural.,0,,http://www.oed.com/dictionary/ear-guard_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",echinate,ECHINATE,8,verb,1792-,1792,printed date range,conversion,2,,,transitive. Of a sponge spicule: to project from…,1,,http://www.oed.com/dictionary/echinate_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",ecloguey,ECLOGUEY,8,adjective,1880-,1880,printed date range,derivative,0,,arts/literature,"Pertaining to, or of the nature of, an eclogue or…",0,,http://www.oed.com/dictionary/ecloguey_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",effacive,EFFACIVE,8,adjective,1883-,1883,printed date range,derivative,1,,,Disposed or tending to efface. self-effacive…,0,,http://www.oed.com/dictionary/effacive_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",egoistry,EGOISTRY,8,noun,1841-,1841,printed date range,derivative,0,,,"= egoism, n.",0,,http://www.oed.com/dictionary/egoistry_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",Egyptize,EGYPTIZE,8,verb,1831-,1831,printed date range,proper name,1,,,intransitive. To refer things to Egyptian sources.,0,,http://www.oed.com/dictionary/egyptize_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",eligible,ELIGIBLE,8,"adjective, noun",?a1425-,1425,printed date range,borrowing,6,,,Fit or deserving to be chosen; worthy of pursuing…,0,,http://www.oed.com/dictionary/eligible_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",embolism,EMBOLISM,8,noun,a1387-,1387,printed date range,borrowing,5,,crafts and trades/clocks and watches,Pathology. (See quot.),0,,http://www.oed.com/dictionary/embolism_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",empeople,EMPEOPLE,8,verb,1582-,1582,printed date range,derivative,1,"archaic, poetic and literary",,transitive. To fill with people; to populate…,0,,http://www.oed.com/dictionary/empeople_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",employee,EMPLOYEE,8,noun,1814-,1814,printed date range,derivative,7,,,A person who works for an employer; spec. a…,1,yes,http://www.oed.com/dictionary/employee_n1
"4 - unresolved: not marked obsolete, last-quotation year hidden",encolure,ENCOLURE,8,noun,1855-,1855,printed date range,borrowing,2,,sport and leisure/horses and riding,Used by Browning for: The mane (of a horse).,0,,http://www.oed.com/dictionary/encolure_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",encomiac,ENCOMIAC,8,adjective,1869-,1869,printed date range,borrowing,0,,,Of or pertaining to eulogy; panegyrical.,0,,http://www.oed.com/dictionary/encomiac_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",encyclic,ENCYCLIC,8,"adjective, noun",1824-,1824,printed date range,borrowing,2,,education,"= encyclical, adj. A.1, A.2.",0,,http://www.oed.com/dictionary/encyclic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",engineer,ENGINEER,8,verb,1738-,1738,printed date range,conversion,6,,,transitive. To use specialized knowledge or…,1,,http://www.oed.com/dictionary/engineer_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",epochate,EPOCHATE,8,noun,1685-,1685,printed date range,derivative,0,,,The position of being the ‘epoch’ of a computation.,0,,http://www.oed.com/dictionary/epochate_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",epomania,EPOMANIA,8,noun,1800-,1800,printed date range,borrowing,0,,arts/literature,A rage for the writing of epics.,0,,http://www.oed.com/dictionary/epomania_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",essaykin,ESSAYKIN,8,noun,1860-,1860,printed date range,derivative,1,,arts/literature,A little essay.,0,,http://www.oed.com/dictionary/essaykin_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",eucnemic,EUCNEMIC,8,adjective,1851-,1851,printed date range,borrowing,0,,history/ancient history/classical history/ancient Greek history,Well-greaved; hence belonging to ancient Greece.,0,,http://www.oed.com/dictionary/eucnemic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",eupeptic,EUPEPTIC,8,"adjective, noun",1699-,1699,printed date range,borrowing,2,,sciences/medicine,Having a good digestion.,0,,http://www.oed.com/dictionary/eupeptic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",exploded,EXPLODED,8,adjective,1563-,1563,printed date range,derivative,5,,,"Of an error: exposed. Of a theory, opinion, or…",0,,http://www.oed.com/dictionary/exploded_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",extranet,EXTRANET,8,noun,1995-,1995,printed date range,derivative,4,,"technology/computing, technology/telecommunications","An intranet that can be accessed, via the…",0,,http://www.oed.com/dictionary/extranet_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",exulting,EXULTING,8,adjective,1757-,1757,printed date range,derivative,3,,,"That exults; exultant, triumphantly joyful.",1,,http://www.oed.com/dictionary/exulting_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",fandango,FANDANGO,8,verb,1834-,1834,printed date range,conversion,2,,arts/performing arts/dance,To dance a fandango.,1,,http://www.oed.com/dictionary/fandango_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",farcedom,FARCEDOM,8,noun,1842-,1842,printed date range,derivative,0,,,Farcical spirit or style.,0,,http://www.oed.com/dictionary/farcedom_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",fearling,FEARLING,8,noun,1837-,1837,printed date range,derivative,0,,,A creature that fears.,0,,http://www.oed.com/dictionary/fearling_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",fibulate,FIBULATE,8,verb,1640-,1640,printed date range,borrowing,1,,,transitive. To put a button on (a foil).,0,,http://www.oed.com/dictionary/fibulate_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",fine-draw,FINEDRAW,8,verb,1665-,1665,printed date range,compound,1,,crafts and trades/textiles/needlework,transitive. To draw or sew together (two pieces…,0,,http://www.oed.com/dictionary/fine-draw_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",flimsify,FLIMSIFY,8,verb,1838-,1838,printed date range,derivative,0,,,transitive. To render flimsy.,0,,http://www.oed.com/dictionary/flimsify_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",flintful,FLINTFUL,8,adjective,1596-,1596,printed date range,derivative,0,,,"= flinty, adj.",0,,http://www.oed.com/dictionary/flintful_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",flip-flop,FLIPFLOP,8,"noun, adjective, adverb",1661-,1661,printed date range,compound,4,,,Any of various informal backless shoes; now esp…,1,,http://www.oed.com/dictionary/flip-flop_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",floor pan,FLOORPAN,8,noun,1911-,1911,printed date range,compound,3,,transport/motoring,The lower part of the body of a vehicle (esp. a…,0,,http://www.oed.com/dictionary/floor-pan_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",fly-about,FLYABOUT,8,adjective,1799-,1799,printed date range,compound,0,,sport and leisure/horses and riding,Of horses: skittish.,0,,http://www.oed.com/dictionary/fly-about_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",frothery,FROTHERY,8,noun,1851-,1851,printed date range,derivative,0,,,"Mere froth, empty display, triviality.",0,,http://www.oed.com/dictionary/frothery_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",fugitive,FUGITIVE,8,verb,1864-,1864,printed date range,conversion,2,,,"(transitive) to make fugitive, drive into exile.",1,,http://www.oed.com/dictionary/fugitive_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",function,FUNCTION,8,verb,1844-,1844,printed date range,conversion,6,,,intransitive. To fulfil one's function; to work…,1,,http://www.oed.com/dictionary/function_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",futurism,FUTURISM,8,noun,1846-,1846,printed date range,derivative,4,,arts,Usually with capital initial. An artistic and…,0,,http://www.oed.com/dictionary/futurism_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",gainless,GAINLESS,8,adjective,1640-,1640,printed date range,derivative,2,,,Producing no gain; unprofitable; useless.,0,yes,http://www.oed.com/dictionary/gainless_adj2
"4 - unresolved: not marked obsolete, last-quotation year hidden",garlandy,GARLANDY,8,adjective,1830-,1830,printed date range,derivative,0,,,Resembling garlands.,0,,http://www.oed.com/dictionary/garlandy_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",geolatry,GEOLATRY,8,noun,1860-,1860,printed date range,compound,0,,religion and belief/religion,Worship of the earth. In later use also: intense…,0,,http://www.oed.com/dictionary/geolatry_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",giftling,GIFTLING,8,noun,1860-,1860,printed date range,derivative,0,,,A small gift.,0,,http://www.oed.com/dictionary/giftling_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",glutless,GLUTLESS,8,adjective,1787-,1787,printed date range,derivative,0,,,Insatiable.,0,,http://www.oed.com/dictionary/glutless_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",grasp-all,GRASPALL,8,noun,1802-,1802,printed date range,compound,0,,,"One who clutches at everything, a greedy person.",0,,http://www.oed.com/dictionary/grasp-all_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",gumfiate,GUMFIATE,8,verb,1821-,1821,printed date range,borrowing,0,,,"transitive. To puff up, cause to swell.",0,,http://www.oed.com/dictionary/gumfiate_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",half-jack,HALFJACK,8,noun,1729-,1729,printed date range,compound,1,,,South African. A half-bottle (now 375…,0,yes,http://www.oed.com/dictionary/half-jack_n2
"4 - unresolved: not marked obsolete, last-quotation year hidden",half moon,HALFMOON,8,"noun, adjective",a1425-,1425,printed date range,compound,4,,,The moon when half (or approximately half) of its…,1,,http://www.oed.com/dictionary/half-moon_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",handmaid,HANDMAID,8,verb,1655-,1655,printed date range,conversion,2,,,transitive. To act as a handmaid to (a person or…,1,,http://www.oed.com/dictionary/handmaid_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",harmonic,HARMONIC,8,"adjective, noun",1570-,1570,printed date range,borrowing,5,,"arts/performing arts/music, sciences",Music. Relating to harmony (as distinct from…,0,,http://www.oed.com/dictionary/harmonic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",harshish,HARSHISH,8,adjective,1841-,1841,printed date range,derivative,1,,,Somewhat harsh.,0,,http://www.oed.com/dictionary/harshish_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",herpetic,HERPETIC,8,adjective,1848-,1848,printed date range,borrowing,3,,,"Crawling, reptilian.",1,yes,http://www.oed.com/dictionary/herpetic_adj2
"4 - unresolved: not marked obsolete, last-quotation year hidden",heterize,HETERIZE,8,verb,1865-,1865,printed date range,borrowing,0,,,transitive. To make different; to turn into…,0,,http://www.oed.com/dictionary/heterize_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",hireling,HIRELING,8,"noun, adjective",Old English-,1000,printed date range,inherited,4,,military,One who serves for hire or wages; a hired…,0,,http://www.oed.com/dictionary/hireling_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",homicide,HOMICIDE,8,verb,1543-,1543,printed date range,conversion,3,,,transitive. To kill or murder (a person).,2,,http://www.oed.com/dictionary/homicide_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",hostelry,HOSTELRY,8,noun,c1386-,1386,printed date range,borrowing,4,archaic,,A house where lodging and entertainment are…,0,,http://www.oed.com/dictionary/hostelry_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",hungrify,HUNGRIFY,8,verb,1881-,1881,printed date range,derivative,0,,,transitive. To make hungry.,0,,http://www.oed.com/dictionary/hungrify_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",hyenaish,HYENAISH,8,adjective,1868-,1868,printed date range,derivative,0,,,Like or characteristic of a hyena.,0,,http://www.oed.com/dictionary/hyenaish_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",ifsoever,IFSOEVER,8,adverb,1857-,1857,printed date range,compound,0,,,If in any circumstances; if ever.,0,,http://www.oed.com/dictionary/ifsoever_adv
"4 - unresolved: not marked obsolete, last-quotation year hidden",ignorant,IGNORANT,8,"adjective, noun",?c1400-,1400,printed date range,borrowing,5,,,Of a person: lacking knowledge or awareness…,0,,http://www.oed.com/dictionary/ignorant_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",immunity,IMMUNITY,8,noun,c1384-,1384,printed date range,borrowing,6,,law,Medicine. The state of being insusceptible or…,0,,http://www.oed.com/dictionary/immunity_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",increase,INCREASE,8,verb,c1315-,1315,printed date range,borrowing,7,,,"To become greater in size, amount, duration, or…",1,,http://www.oed.com/dictionary/increase_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",infimity,INFIMITY,8,noun,1885-,1885,printed date range,borrowing,1,,,The quality of being ‘infimous’; concrete an…,0,,http://www.oed.com/dictionary/infimity_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",infinite,INFINITE,8,verb,1656-,1656,printed date range,conversion,3,,,transitive. To render infinite; to infinitate.,1,,http://www.oed.com/dictionary/infinite_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",inspunge,INSPUNGE,8,verb,1843-,1843,printed date range,derivative,0,,,transitive. To confine in a sponging-house.,0,,http://www.oed.com/dictionary/inspunge_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",jack coat,JACKCOAT,8,noun,1652-,1652,printed date range,compound,0,historical,crafts and trades/costume,"†a. Profession, class; cf. coat, n. I.3…",0,,http://www.oed.com/dictionary/jack-coat_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",jejunery,JEJUNERY,8,noun,1846-,1846,printed date range,derivative,0,,,Fasting; jejune writing.,0,,http://www.oed.com/dictionary/jejunery_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",Jesuitry,JESUITRY,8,noun,1582-,1582,printed date range,derivative,2,disparaging,religion and belief/religion/Christianity/Roman Catholic Church,"The doctrines, principles, or practices followed…",0,,http://www.oed.com/dictionary/jesuitry_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",jokesman,JOKESMAN,8,noun,1882-,1882,printed date range,compound,0,,arts,A professional joker.,0,,http://www.oed.com/dictionary/jokesman_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",junglery,JUNGLERY,8,noun,1864-,1864,printed date range,derivative,0,,,A complication like that of a jungle.,0,,http://www.oed.com/dictionary/junglery_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",kennelly,KENNELLY,8,adjective,1803-,1803,printed date range,derivative,1,,,Such as is found in a kennel or gutter.,1,,http://www.oed.com/dictionary/kennelly_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",keyboard,KEYBOARD,8,verb,1889-,1889,printed date range,conversion,4,,"crafts and trades/printing and typography, technology/computing",transitive. To enter or produce (text or other…,1,,http://www.oed.com/dictionary/keyboard_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",kingfish,KINGFISH,8,noun,1653-,1653,printed date range,compound,3,,sciences/life sciences/animals/fish,A name given to various fishes… Chiefly U.S…,0,,http://www.oed.com/dictionary/kingfish_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",kinkster,KINKSTER,8,noun,1900-,1900,printed date range,derivative,2,colloquial and slang,,A person who engages in sexual practices regarded…,0,,http://www.oed.com/dictionary/kinkster_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",lackeyed,LACKEYED,8,adjective,1762-,1762,printed date range,derivative,1,,,Attended by lackeys.,0,,http://www.oed.com/dictionary/lackeyed_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",ladyness,LADYNESS,8,noun,1538-,1538,printed date range,derivative,1,,,The quality or state of being a lady…,0,,http://www.oed.com/dictionary/ladyness_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",ladyship,LADYSHIP,8,noun,c1225-,1225,printed date range,derivative,4,,,Chiefly with possessive adjective: a title of…,1,,http://www.oed.com/dictionary/ladyship_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",land-berg,LANDBERG,8,noun,1853-,1853,printed date range,compound,0,,,(After iceberg) an ‘ice-mountain’ on land.,0,,http://www.oed.com/dictionary/land-berg_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",leathern,LEATHERN,8,adjective,Old English-,1000,printed date range,derivative,4,humorous,"crafts and trades/carriage-building, crafts and trades/leather-making, religion and belief/religion/Christianity/Quakerism",Consisting or made of leather. leathern…,0,,http://www.oed.com/dictionary/leathern_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",lectress,LECTRESS,8,noun,1867-,1867,printed date range,derivative,1,,,A female reader.,0,,http://www.oed.com/dictionary/lectress_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",liceling,LICELING,8,noun,1791-,1791,printed date range,derivative,0,,sciences/life sciences/animals/invertebrates/insects,A little louse.,0,,http://www.oed.com/dictionary/liceling_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",littered,LITTERED,8,adjective,1754-,1754,printed date range,derivative,4,,,"Employed or strewn as litter; also, scattered in…",0,,http://www.oed.com/dictionary/littered_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",loamless,LOAMLESS,8,adjective,1872-,1872,printed date range,derivative,2,,,Without loam; unmixed with loam.,0,,http://www.oed.com/dictionary/loamless_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",logonomy,LOGONOMY,8,noun,1803-,1803,printed date range,borrowing,0,,language/linguistics,The science of language.,0,,http://www.oed.com/dictionary/logonomy_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",loom-lord,LOOMLORD,8,noun,1870-,1870,printed date range,compound,1,,crafts and trades/textiles/weaving,The proprietor of weaving machinery.,0,,http://www.oed.com/dictionary/loom-lord_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",love bomb,LOVEBOMB,8,noun,1909-,1909,printed date range,compound,2,,,An effusive demonstration of approval or…,1,,http://www.oed.com/dictionary/love-bomb_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",lovering,LOVERING,8,adjective,1926-,1926,printed date range,derivative,1,,,That behaves as a lover; courting.,1,,http://www.oed.com/dictionary/lovering_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",maidenly,MAIDENLY,8,"adjective, adverb",a1450-,1450,printed date range,derivative,4,,,"Of a quality, action, etc.: proper to or…",0,,http://www.oed.com/dictionary/maidenly_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",marigold,MARIGOLD,8,"noun, adjective",a1400-,1400,printed date range,proper name,4,,sciences/life sciences/plants,A plant of the genus Calendula (family Asteraceae…,0,,http://www.oed.com/dictionary/marigold_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",maul-text,MAULTEXT,8,adjective,1881-,1881,printed date range,compound,0,,,That mauls a text.,0,,http://www.oed.com/dictionary/maul-text_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",meekship,MEEKSHIP,8,noun,c1225-,1225,printed date range,derivative,0,,,As a mock title for a (supposedly) meek person…,0,,http://www.oed.com/dictionary/meekship_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",meridian,MERIDIAN,8,adjective,c1400-,1400,printed date range,borrowing,4,poetic and literary,,Of or relating to midday or noon; occuring or…,2,,http://www.oed.com/dictionary/meridian_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",meteoric,METEORIC,8,adjective,?1612-,1612,printed date range,derivative,4,,sciences/physical sciences/astronomy,"Astronomy. Of, relating to, derived from, or…",0,,http://www.oed.com/dictionary/meteoric_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",money man,MONEYMAN,8,noun,1585-,1585,printed date range,compound,4,,economics and commerce/finance,†a. A lover of money; b. a financier or backer; a…,0,,http://www.oed.com/dictionary/money-man_n
