LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
survise,verb,1600,0,"transitive. To look upon, behold.",variant,,,Not in use,,,https://doi.org/10.1093/OED/4893742339,http://www.oed.com/dictionary/survise_v
Thetisie,noun,1600,0,The abode of Thetis and the Nereids; the watery realm.,derivative,,,Not in use,,sciences/physical sciences/earth sciences/geography/oceanography,https://doi.org/10.1093/OED/5324241611,http://www.oed.com/dictionary/thetisie_n
transfisticate,verb,1600,0,To strike or smash with the fist.,borrowing,,humorous,Not in use,,,https://doi.org/10.1093/OED/1122016071,http://www.oed.com/dictionary/transfisticate_v
white boy,noun,c1600-,4,Originally and chiefly in African American usage…,compound,,,In current use,,,https://doi.org/10.1093/OED/1997540964,http://www.oed.com/dictionary/white-boy_n
independency,noun,a1601-,4,The state or fact of being independent; =…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1152610088,http://www.oed.com/dictionary/independency_n
burgullian,noun,1601,0,"A braggadocio, bully.",uncertain,,,Not in use,,,https://doi.org/10.1093/OED/8169533371,http://www.oed.com/dictionary/burgullian_n
dearing,noun,1601,0,Darling.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1030053778,http://www.oed.com/dictionary/dearing_n
equivocal,"adjective, noun",1601-,5,"Of words, phrases, etc.: Having different…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1448108368,http://www.oed.com/dictionary/equivocal_adj
groundling,noun,1601-,3,A frequenter of the ‘ground’ or pit of a theatre…,derivative,,,In current use,,,https://doi.org/10.1093/OED/9483090158,http://www.oed.com/dictionary/groundling_n
illocal,adjective,1601-,1,"Not local, having no place or location in space.",borrowing,,,In current use,,,https://doi.org/10.1093/OED/5044044924,http://www.oed.com/dictionary/illocal_adj
moon,verb,1601-,4,colloquial. intransitive. To move or behave…,conversion,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/1019302278,http://www.oed.com/dictionary/moon_v
pray away,noun,1601,0,"A person who (habitually) says ‘pray, (go) away’…",conversion,,,Not in use,,,https://doi.org/10.1093/OED/7960439446,http://www.oed.com/dictionary/pray-away_n
punketto,noun,1601,0,"A young prostitute. Cf. punkettee, n.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1099856625,http://www.oed.com/dictionary/punketto_n1
puritano-papist,noun,1601,0,"= Puritan papist, n.",compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/4608133757,http://www.oed.com/dictionary/puritano-papist_n
sylly-jestical,adjective,1601,0,"= syllogistical, adj.",variant,,,Not in use,,philosophy/logic,https://doi.org/10.1093/OED/8544843804,http://www.oed.com/dictionary/sylly-jestical_adj
connive,verb,1602-,4,To shut one's eyes to an action that one ought to…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8166954369,http://www.oed.com/dictionary/connive_v
cotqueanity,noun,1602,0,Character or quality of a (female) cotquean.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5815787969,http://www.oed.com/dictionary/cotqueanity_n
dissociety,noun,1602,0,The opposite of companionship; mutual aversion.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7566846836,http://www.oed.com/dictionary/dissociety_n
Flushingize,verb,1602-,0,transitive. To make like an inhabitant of Flushing.,proper name,,,In current use,,,https://doi.org/10.1093/OED/9257644929,http://www.oed.com/dictionary/flushingize_v
incisioner,noun,1602,0,"One who makes incisions, a surgeon.",derivative,,,Not in use,,sciences/medicine/surgery,https://doi.org/10.1093/OED/1052183374,http://www.oed.com/dictionary/incisioner_n
nettlefy,verb,1602,0,"transitive. To wreathe with nettles; = nettle, v…",derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/7449858050,http://www.oed.com/dictionary/nettlefy_v
punkateero,noun,1602,0,"A procurer of prostitutes, a pimp, a pander.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1080645461,http://www.oed.com/dictionary/punkateero_n
stagean,adjective,1602,0,Characteristic or reminiscent of plays or…,derivative,,,Not in use,,arts/performing arts/theatre,https://doi.org/10.1093/OED/1181042270,http://www.oed.com/dictionary/stagean_adj
theaterian,noun,1602,0,A person connected with the theatre; an actor.,,,,Not in use,,arts/performing arts/theatre,https://doi.org/10.1093/OED/1806646324,http://www.oed.com/dictionary/theaterian_n
touchy,adjective,1602-,4,Highly sensitive in temper or disposition; easily…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7207612738,http://www.oed.com/dictionary/touchy_adj
Turcical,adjective,1602,0,Characteristic or typical of the Turks; Turkish…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8134378682,http://www.oed.com/dictionary/turcical_adj
dutiless,adjective,a1603-,2,Wanting in the performance of duty; undutiful…,derivative,,archaic,In current use,,,https://doi.org/10.1093/OED/4455756881,http://www.oed.com/dictionary/dutiless_adj
maidenless,adjective,a1603,0,Not truly chaste.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1019788941,http://www.oed.com/dictionary/maidenless_adj
ointling,noun,a1603,0,An anointed priest.,derivative,,disparaging,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/6854859467,http://www.oed.com/dictionary/ointling_n
disspur,verb,1603,0,transitive. To deprive (of spurs).,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2024016842,http://www.oed.com/dictionary/disspur_v
embabuinized,adjective,1603,0,Infatuated (with).,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2324941070,http://www.oed.com/dictionary/embabuinized_adj
lovertine,adjective,1603,0,That enjoys being in love.,blend,,,Not in use,,,https://doi.org/10.1093/OED/5157709465,http://www.oed.com/dictionary/lovertine_adj
lurch-man,noun,1603,0,A pilferer.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1503738324,http://www.oed.com/dictionary/lurch-man_n
multitudinous,adjective,1603-,4,With plural noun: existing in multitudes or great…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9563407819,http://www.oed.com/dictionary/multitudinous_adj
Petrarchistical,adjective,1603,0,Imitative of Petrarch.,proper name,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/8136514843,http://www.oed.com/dictionary/petrarchistical_adj
sprucery,noun,1603-1844,0,humorous. The notional department responsible for…,derivative,,humorous,Not in use,,,https://doi.org/10.1093/OED/7078792076,http://www.oed.com/dictionary/sprucery_n
startle,noun,1603-,3,A start of surprise or alarm; an experience of…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1036437768,http://www.oed.com/dictionary/startle_n
wiseacred,adjective,1603-,0,Having the character of a wiseacre (in quot. 1848…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4661436727,http://www.oed.com/dictionary/wiseacred_adj
galled,adjective,1604-,1,"Mixed with gall, made bitter.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1025387931,http://www.oed.com/dictionary/galled_adj1
sand dust,noun,1604,0,"= dust, n.¹ 3b.",compound,,,Not in use,,,https://doi.org/10.1093/OED/4362733954,http://www.oed.com/dictionary/sand-dust_n
stir-passion,noun,1604,0,Something that stirs or excites passion.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1145534074,http://www.oed.com/dictionary/stir-passion_n
tobaccical,adjective,1604,0,"Pertaining to, addicted to, or caused by tobacco.",,,humorous,Not in use,,consumables/tobacco,https://doi.org/10.1093/OED/3641656304,http://www.oed.com/dictionary/tobaccical_adj
weener,noun,1604,0,"One who weens; easy weener, a credulous person.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3146726855,http://www.oed.com/dictionary/weener_n
kaily,adjective,a1605-,1,Having the characteristics of the ‘kailyard…,derivative,,,In current use,Britain and Ireland/British English/Scottish English,,https://doi.org/10.1093/OED/3509967253,http://www.oed.com/dictionary/kaily_adj
blindled,adjective,1605,0,Veiled; darkened.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5461693548,http://www.oed.com/dictionary/blindled_adj
cosmetic,"adjective, noun",1605-,5,Of surgery: improving or modifying the…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6202538272,http://www.oed.com/dictionary/cosmetic_adj
frog,verb,1605-,3,"intransitive, and transitive with it as object…",conversion,,colloquial and slang,In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/4783972327,http://www.oed.com/dictionary/frog_v
gallant,verb,1605-,3,transitive. Of a man: to be charmingly attentive…,conversion,,,In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/9305446465,http://www.oed.com/dictionary/gallant_v
idolant,noun,1605,0,A person who worships an idol or image as a god…,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/9528781437,http://www.oed.com/dictionary/idolant_n
legerdeheel,noun,1605,0,to play legerdeheel: (of a woman) to be sexually…,variant,,,Not in use,,,https://doi.org/10.1093/OED/1412220888,http://www.oed.com/dictionary/legerdeheel_n
moundless,adjective,1605,0,That is not a true world; formless.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2931554322,http://www.oed.com/dictionary/moundless_adj
pyrgopolinizing,adjective,1605,0,Acting in a manner characteristic of…,proper name,,,Not in use,,,https://doi.org/10.1093/OED/1177109296,http://www.oed.com/dictionary/pyrgopolinizing_adj
royalist,"noun, adjective",1605-,5,A supporter or adherent of a monarch or a…,derivative,,historical,In current use,,politics,https://doi.org/10.1093/OED/8735525517,http://www.oed.com/dictionary/royalist_n
stercoration,noun,1605-,1,The action or an act of manuring with dung.,borrowing,,,In current use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/6626209248,http://www.oed.com/dictionary/stercoration_n
stringent,adjective,1605-,5,"Of regulations, procedure, requirements…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/5632253214,http://www.oed.com/dictionary/stringent_adj
surling,noun,1605,0,A surly fellow.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3433124060,http://www.oed.com/dictionary/surling_n
swallow-swifter,adjective,1605,0,Swifter than a swallow.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8816828891,http://www.oed.com/dictionary/swallow-swifter_adj
sweat-sweet,adjective,1605,0,"Exuding a sweet, musky scent.",compound,,,Not in use,,,https://doi.org/10.1093/OED/6491646460,http://www.oed.com/dictionary/sweat-sweet_adj
tapskin,noun,1605,0,A drumstick.,compound,,,Not in use,,arts/performing arts/music,https://doi.org/10.1093/OED/4695469597,http://www.oed.com/dictionary/tapskin_n
thirstless,adjective,1605-,2,Having no thirst; not thirsty.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8774802068,http://www.oed.com/dictionary/thirstless_adj
warliness,noun,1605,0,Warlike disposition; courage in war.,derivative,,,Not in use,,military,https://doi.org/10.1093/OED/1185989591,http://www.oed.com/dictionary/warliness_n
water-want,adjective,1605,0,That can endure shortage of water.,compound,,,Not in use,,,https://doi.org/10.1093/OED/9505016178,http://www.oed.com/dictionary/water-want_adj
with-child,verb,1605,0,"transitive. To ‘get with child’, make pregnant.",compound,,,Not in use,,sciences/medicine/physiology,https://doi.org/10.1093/OED/1101140351,http://www.oed.com/dictionary/with-child_v
zeal-scoffing,adjective,1605,0,That ridicules or derides religious devotion or zeal.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/2568825172,http://www.oed.com/dictionary/zeal-scoffing_adj
cheapth,noun,1606,0,Inexpensiveness or abundance of commodities…,derivative,,,Not in use,,economics and commerce,https://doi.org/10.1093/OED/9614219521,http://www.oed.com/dictionary/cheapth_n
coal-carrierly,adjective,1606,0,"Servile, low.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4129591072,http://www.oed.com/dictionary/coal-carrierly_adj
compend,verb,1606-,2,To narrate briefly.,conversion,,,In current use,,,https://doi.org/10.1093/OED/2765846003,http://www.oed.com/dictionary/compend_v
disarithmetic,verb,1606,0,transitive. Perhaps: to exclude from an…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4184804674,http://www.oed.com/dictionary/disarithmetic_v
disknow,verb,1606,0,transitive. To fail to know or acknowledge.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8012312631,http://www.oed.com/dictionary/disknow_v
disself,verb,1606,0,To put (a person) beside himself or herself; to…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6587343762,http://www.oed.com/dictionary/disself_v
earled,adjective,1606,0,Raised to the rank of earl.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5020466772,http://www.oed.com/dictionary/earled_adj
foreshorten,verb,1606-,4,transitive. Of the effect of visual perspective…,derivative,,,In current use,,arts/visual arts/painting and drawing,https://doi.org/10.1093/OED/6149139812,http://www.oed.com/dictionary/foreshorten_v
individuity,noun,1606-,1,The fact or condition of being an individual…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1090421991,http://www.oed.com/dictionary/individuity_n
infernalship,noun,1606-,0,The personality of an ‘infernal’.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8909096506,http://www.oed.com/dictionary/infernalship_n
lobsterize,verb,1606,0,"intransitive. To move backwards, as a lobster is…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7781745711,http://www.oed.com/dictionary/lobsterize_v
primeful,adjective,1606,0,Characterized by being in the prime of life; youthful.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1098699410,http://www.oed.com/dictionary/primeful_adj
septipedal,adjective,1606,0,Seven feet in length.,borrowing,,,Not in use,,technology/measurement,https://doi.org/10.1093/OED/9320995051,http://www.oed.com/dictionary/septipedal_adj
sepulchromany,noun,1606,0,‘Mania’ relating to burial.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1014204606,http://www.oed.com/dictionary/sepulchromany_n
standard,verb,1606-1873,0,transitive. Scottish. With out. To display (a…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/9469197294,http://www.oed.com/dictionary/standard_v
steepful,adjective,1606,0,"Abounding in steeps, steep.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1144890520,http://www.oed.com/dictionary/steepful_adj
step-bairn,verb,1606,0,transitive. To treat (a person) as a stepchild…,conversion,,,Not in use,Britain and Ireland/British English/Scottish English,,https://doi.org/10.1093/OED/4582772893,http://www.oed.com/dictionary/step-bairn_v
thus,verb,1606,0,(intransitive) to do thus.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1141305430,http://www.oed.com/dictionary/thus_v
transplantively,adverb,1606,0,In the way of transplantation.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9670863707,http://www.oed.com/dictionary/transplantively_adv
twine,noun,1606,0,"Division, separation, disunion.",blend,,,Not in use,,,https://doi.org/10.1093/OED/3630921131,http://www.oed.com/dictionary/twine_n2
unpass,verb,1606,0,"transitive. To rescind (a pledge). Cf. pass, v. X.46a.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4612714563,http://www.oed.com/dictionary/unpass_v
wilfulling,noun,1606,0,A wilful act.,,,,Not in use,,,https://doi.org/10.1093/OED/8293714496,http://www.oed.com/dictionary/wilfulling_n
womanshire,noun,1606,0,A notional place in which women reside.,compound,,,Not in use,,,https://doi.org/10.1093/OED/6627804394,http://www.oed.com/dictionary/womanshire_n
angel-proof,noun,1607,0,(With reference to gold) purity of the standard…,compound,,,Not in use,,manufacturing and industry/manufacturing/metal industry,https://doi.org/10.1093/OED/8185724674,http://www.oed.com/dictionary/angel-proof_n
coach coffer,noun,1607,0,A box belonging to the driver of a horse-drawn…,compound,,,Not in use,,"crafts and trades/carriage-building, sport and leisure/horses and riding",https://doi.org/10.1093/OED/6019098516,http://www.oed.com/dictionary/coach-coffer_n
coach treats,noun,1607,0,"The straps, chains, or ropes by which a horse is…",compound,,,Not in use,,,https://doi.org/10.1093/OED/1081237890,http://www.oed.com/dictionary/coach-treats_n
detomb,verb,1607,0,transitive. To deliver from the tomb.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9075663652,http://www.oed.com/dictionary/detomb_v
ellipsed,adjective,1607,0,Characterized by ellipsis.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4424539248,http://www.oed.com/dictionary/ellipsed_adj
first,verb,1607-,3,"transitive. To propose (a resolution), to be the…",conversion,,,In current use,,,https://doi.org/10.1093/OED/2291766764,http://www.oed.com/dictionary/first_v
gnostic,"adjective, noun",1607-,4,Relating to knowledge; cognitive; intellectual.,borrowing,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/4502491968,http://www.oed.com/dictionary/gnostic_adj
head-lined,adjective,1607,0,Of a helmet: enclosing a head.,compound,,,Not in use,,"crafts and trades/costume/hats, military/armour",https://doi.org/10.1093/OED/1906427539,http://www.oed.com/dictionary/head-lined_adj1
maritorious,adjective,1607-,1,Displaying or characterized by such fondness.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2340380175,http://www.oed.com/dictionary/maritorious_adj
massing-mate,noun,1607,0,The priest who celebrates mass.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/8097922957,http://www.oed.com/dictionary/massing-mate_n
meatified,adjective,1607,0,Probably: corpulent.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6055081128,http://www.oed.com/dictionary/meatified_adj
mouth to mouth,verb,1607,0,intransitive. To speak face to face.,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/3618463463,http://www.oed.com/dictionary/mouth-to-mouth_v
peeper,noun,1607-,3,A person who peeps or peers; esp. one who pries…,derivative,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/7234657734,http://www.oed.com/dictionary/peeper_n2
polytragic,adjective,1607,0,Containing many tragedies.,compound,,,Not in use,,arts/performing arts/theatre,https://doi.org/10.1093/OED/9502816327,http://www.oed.com/dictionary/polytragic_adj
seed crown,noun,1607-,1,Botany. Originally: the pappus on a fruit or…,compound,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/1179140048,http://www.oed.com/dictionary/seed-crown_n
Turkisher,noun,1607,0,A Turk.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1014041578,http://www.oed.com/dictionary/turkisher_n
babliaminy,noun,1608,0,A babbler.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5968889863,http://www.oed.com/dictionary/babliaminy_n
bawdreaminy,noun,1608,0,"Probably: bawdiness (bawdiness, n.¹); lewdness…",compound,,,Not in use,,,https://doi.org/10.1093/OED/3089643211,http://www.oed.com/dictionary/bawdreaminy_n
buff,verb,1608-,3,In phrase to buff it. To play blind man's buff…,shortening,,,In current use,,,https://doi.org/10.1093/OED/5092492529,http://www.oed.com/dictionary/buff_v5
Catacatholic,adjective,1608,0,Of or relating to an apparent or supposed form of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9624496174,http://www.oed.com/dictionary/catacatholic_adj
cherry,verb,1608,0,transitive. To impart a cherry-like colour to; to…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1130035616,http://www.oed.com/dictionary/cherry_v1
decheerful,adjective,1608,0,"Void of cheerfulness, melancholy.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/2356486389,http://www.oed.com/dictionary/decheerful_adj
monster,verb,1608-,3,colloquial (originally Australian). transitive…,conversion,,colloquial and slang,In current use,Australasian English/Australian English,,https://doi.org/10.1093/OED/1149293659,http://www.oed.com/dictionary/monster_v
palace-mouse,noun,1608,0,An obsequious courtier.,compound,,,Not in use,,,https://doi.org/10.1093/OED/5550993200,http://www.oed.com/dictionary/palace-mouse_n
separatist,"noun, adjective",1608-,5,One who advocates political separation; applied…,derivative,,,In current use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/5586881607,http://www.oed.com/dictionary/separatist_n
sharking,adjective,1608-,3,That ‘sharks’; †that oppresses by extortion…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5793061352,http://www.oed.com/dictionary/sharking_adj
trans-village,verb,1608,0,transitive. To transform or reduce (a town) to…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9599826264,http://www.oed.com/dictionary/trans-village_v
trunk,verb,1608-,3,To cover or enclose as with a casing; see quots.,conversion,,,In current use,,manufacturing and industry/mining,https://doi.org/10.1093/OED/6327776231,http://www.oed.com/dictionary/trunk_v2
watch-birth,noun,1608,0,A literary work brought into being by watching.,compound,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/9286556023,http://www.oed.com/dictionary/watch-birth_n
aneabil,adjective,1609,0,"Of a person: single, unmarried.",derivative,,,Not in use,Britain and Ireland/British English/Scottish English,,https://doi.org/10.1093/OED/7443166387,http://www.oed.com/dictionary/aneabil_adj
broker between,noun,1609,0,An intermediary in romantic or sexual relationships.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3943075501,http://www.oed.com/dictionary/broker-between_n
caged,adjective,1609-,4,"Confined in, or as in, a cage. Also with in.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1108613176,http://www.oed.com/dictionary/caged_adj
derident,adjective,1609,0,"? Deriding, or smiling.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6797064198,http://www.oed.com/dictionary/derident_adj
hempenly,adjective,1609,0,Relating to or connected with hemp.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4728960341,http://www.oed.com/dictionary/hempenly_adj
inserene,verb,1609,0,transitive. To render cloudy or not serene; to cloud.,derivative,,,Not in use,,sciences/physical sciences/earth sciences/geography/weather,https://doi.org/10.1093/OED/3545924751,http://www.oed.com/dictionary/inserene_v
mealiness,noun,1609-,3,The quality or condition of being mealy. Also in…,derivative,,,In current use,,"sciences/life sciences/plants, technology/photography",https://doi.org/10.1093/OED/4430493625,http://www.oed.com/dictionary/mealiness_n
rank-rode,adjective,1609,0,That has ridden furiously.,compound,,,Not in use,,,https://doi.org/10.1093/OED/9839357747,http://www.oed.com/dictionary/rank-rode_adj
serving-man,verb,1609,0,transitive (in passive). To be attended by a…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/3928612702,http://www.oed.com/dictionary/serving-man_v
anti-Judaism,noun,1610-,0,"Opposition, hostility, or prejudice towards…",derivative,,,In current use,,religion and belief/religion/Judaism,https://doi.org/10.1093/OED/6581850652,http://www.oed.com/dictionary/anti-judaism_n
conterminant,"adjective, noun",1610-,1,Terminating together (in time).,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1196049047,http://www.oed.com/dictionary/conterminant_adj
debash,verb,1610,0,To abash.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9202405570,http://www.oed.com/dictionary/debash_v
dismay,verb,1610,0,transitive. To strip of May-blossom.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8062182451,http://www.oed.com/dictionary/dismay_v2
disworkmanship,noun,1610,0,Bad or defective workmanship.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1053231672,http://www.oed.com/dictionary/disworkmanship_n
graping,adjective,1610,0,Bearing grapes.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8482046475,http://www.oed.com/dictionary/graping_adj
little-bless,verb,1610,0,transitive to curse.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3551396806,http://www.oed.com/dictionary/little-bless_v
marquetrizing,adjective,1610,0,That works in marquetry (in quot. 1610 figurative).,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6622877787,http://www.oed.com/dictionary/marquetrizing_adj
pardonous,adjective,1610,0,Full of pardon.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2327340565,http://www.oed.com/dictionary/pardonous_adj
puffy-light,verb,1610,0,(transitive) to impart a puffy lightness to (soil).,compound,,,Not in use,,,https://doi.org/10.1093/OED/2412415815,http://www.oed.com/dictionary/puffy-light_v
drinkable,"adjective, noun",1611-,4,"That may be drunk, suitable for drinking, potable.",derivative,,,In current use,,,https://doi.org/10.1093/OED/1061567639,http://www.oed.com/dictionary/drinkable_adj
freshment,noun,1611,0,Refreshing influence.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6508687089,http://www.oed.com/dictionary/freshment_n
Gothic,"adjective, noun",1611-,5,"Of, pertaining to, or concerned with the Goths or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1105180721,http://www.oed.com/dictionary/gothic_adj
hayey,adjective,1611-,1,Of the nature of or resembling hay.,derivative,,,In current use,,,https://doi.org/10.1093/OED/7886224591,http://www.oed.com/dictionary/hayey_adj
indock,verb,1611,0,"To put in dock, to dock: in quot. 1611 figurative…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5988106387,http://www.oed.com/dictionary/indock_v
meretriculate,verb,1611,0,transitive. To deceive in the manner of a prostitute.,blend,,,Not in use,,,https://doi.org/10.1093/OED/3093860227,http://www.oed.com/dictionary/meretriculate_v
pot-sick,adjective,1611-1872,0,"a. Drunk, intoxicated; b. (of a plant) pot-bound…",compound,,,Not in use,,"agriculture and horticulture/horticulture, sciences/life sciences/plants",https://doi.org/10.1093/OED/6578834170,http://www.oed.com/dictionary/pot-sick_adj
stupple,noun,1611,0,Probably: a stepping stone or a row of these.,variant,,,Not in use,,,https://doi.org/10.1093/OED/9453593206,http://www.oed.com/dictionary/stupple_n
synonymize,verb,1611-,3,To use synonyms; to express the same meaning by…,borrowing,,,In current use,,language/linguistics,https://doi.org/10.1093/OED/7825742418,http://www.oed.com/dictionary/synonymize_v
tremulous,adjective,1611-,4,"Of persons, their limbs, etc.: Characterized or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6522098959,http://www.oed.com/dictionary/tremulous_adj
wafty,adjective,1611-,2,Of the wind: That wafts a perfume.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4217525366,http://www.oed.com/dictionary/wafty_adj
whatness,noun,1611-,3,That which makes a thing what it is; essential…,derivative,,,In current use,,,https://doi.org/10.1093/OED/5469165136,http://www.oed.com/dictionary/whatness_n
woodcockize,verb,1611-,0,"(transitive) to make a ‘woodcock’ of, to befool.",derivative,,,In current use,,,https://doi.org/10.1093/OED/2245400739,http://www.oed.com/dictionary/woodcockize_v
stand-fight,noun,?1611,0,A hand-to-hand fight; cf. fight of stand n. at…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1066716401,http://www.oed.com/dictionary/stand-fight_n
aqueity,noun,1612,0,The essential principle of water; watery quality.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2854967632,http://www.oed.com/dictionary/aqueity_n
enclitical,adjective,1612-1773,0,"= enclitic, adj.",borrowing,,,Not in use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/6720763168,http://www.oed.com/dictionary/enclitical_adj
equisufficiency,noun,1612,0,The being equally sufficient.,compound,,,Not in use,,,https://doi.org/10.1093/OED/4516295899,http://www.oed.com/dictionary/equisufficiency_n
kennelage,noun,1612,0,"A system of kennels, gutters collectively.",derivative,,,Not in use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/4317930042,http://www.oed.com/dictionary/kennelage_n
killbuck,noun,1612-1826,0,A fierce-looking fellow.,compound,,,Not in use,,agriculture and horticulture/agriculture,https://doi.org/10.1093/OED/9783922093,http://www.oed.com/dictionary/killbuck_n
light-bed,verb,1612,0,intransitive. Of a vessel: to run aground lightly.,compound,,,Not in use,,transport/nautical,https://doi.org/10.1093/OED/1274639375,http://www.oed.com/dictionary/light-bed_v
lonedom,noun,1612,0,Solitariness.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3387850434,http://www.oed.com/dictionary/lonedom_n
popomastic,adjective,1612,0,Attacking the Pope.,borrowing,,humorous,Not in use,,,https://doi.org/10.1093/OED/4143755416,http://www.oed.com/dictionary/popomastic_adj
punkettee,noun,1612,0,"A young prostitute. Cf. punketto, n.¹",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3299746519,http://www.oed.com/dictionary/punkettee_n
smockage,noun,1612-,0,(See quot. 1612.),derivative,,,In current use,,,https://doi.org/10.1093/OED/1425089442,http://www.oed.com/dictionary/smockage_n
